"species","clim_model","sdm","area","perc_current","area_ratio"
"Prunus serotina","ensemble_ssp245_2071","lasso",375798,4.07,0.15
"Prunus serotina","ensemble_ssp245_2071","maxent-tune",248933,3.33,0.09
"Prunus serotina","ensemble_ssp245_2071","rf",501010,15.39,0.38
"Prunus serotina","ensemble_ssp370_2041","brt",1057356,33.95,0.71
"Prunus serotina","ensemble_ssp370_2041","gam",362822,13.12,0.2
"Prunus serotina","ensemble_ssp370_2041","lasso",268275,4.66,0.11
"Prunus serotina","ensemble_ssp370_2041","maxent-tune",192121,3.57,0.07
"Prunus serotina","ensemble_ssp370_2041","rf",543842,17.35,0.41
"Prunus serotina","ensemble_ssp370_2071","brt",1461550,33.52,0.99
"Prunus serotina","ensemble_ssp370_2071","gam",555052,10.62,0.31
"Prunus serotina","ensemble_ssp370_2071","lasso",818008,3.79,0.32
"Prunus serotina","ensemble_ssp370_2071","maxent-tune",545866,2.36,0.2
"Prunus serotina","ensemble_ssp370_2071","rf",545637,12.08,0.41
"Amyris elemifera","current","brt",77402,NA,NA
"Amyris elemifera","current","gam",36909,NA,NA
"Amyris elemifera","current","lasso",107303,NA,NA
"Amyris elemifera","current","maxent-tune",55634,NA,NA
"Amyris elemifera","current","rf",5605,NA,NA
"Amyris elemifera","ensemble_ssp245_2041","brt",367367,57.06,4.75
"Amyris elemifera","ensemble_ssp245_2041","gam",17342,0.44,0.47
"Amyris elemifera","ensemble_ssp245_2041","lasso",132995,10.42,1.24
"Amyris elemifera","ensemble_ssp245_2041","maxent-tune",63612,38.15,1.14
"Amyris elemifera","ensemble_ssp245_2041","rf",0,0,0
"Amyris elemifera","ensemble_ssp245_2071","brt",1735265,59.13,22.42
"Amyris elemifera","ensemble_ssp245_2071","gam",161495,0,4.38
"Amyris elemifera","ensemble_ssp245_2071","lasso",327812,4.3,3.06
"Amyris elemifera","ensemble_ssp245_2071","maxent-tune",297872,36.89,5.35
"Amyris elemifera","ensemble_ssp245_2071","rf",0,0,0
"Amyris elemifera","ensemble_ssp370_2041","brt",390730,60.53,5.05
"Amyris elemifera","ensemble_ssp370_2041","gam",15490,0,0.42
"Amyris elemifera","ensemble_ssp370_2041","lasso",136435,7.32,1.27
"Amyris elemifera","ensemble_ssp370_2041","maxent-tune",69242,38.33,1.24
"Amyris elemifera","ensemble_ssp370_2041","rf",0,0,0
"Amyris elemifera","ensemble_ssp370_2071","brt",1861537,68.7,24.05
"Amyris elemifera","ensemble_ssp370_2071","gam",212622,0.33,5.76
"Amyris elemifera","ensemble_ssp370_2071","lasso",366142,6.8,3.41
"Amyris elemifera","ensemble_ssp370_2071","maxent-tune",333323,40.29,5.99
"Amyris elemifera","ensemble_ssp370_2071","rf",0,0,0
"Ptelea trifoliata","current","brt",1408562,NA,NA
"Ptelea trifoliata","current","gam",1916321,NA,NA
"Ptelea trifoliata","current","lasso",2239899,NA,NA
"Ptelea trifoliata","current","maxent-tune",1845460,NA,NA
"Ptelea trifoliata","current","rf",1280549,NA,NA
"Ptelea trifoliata","ensemble_ssp245_2041","brt",1823126,56.01,1.29
"Ptelea trifoliata","ensemble_ssp245_2041","gam",780945,19.92,0.41
"Ptelea trifoliata","ensemble_ssp245_2041","lasso",338388,8.44,0.15
"Ptelea trifoliata","ensemble_ssp245_2041","maxent-tune",428527,12.45,0.23
"Ptelea trifoliata","ensemble_ssp245_2041","rf",1837033,54.02,1.43
"Ptelea trifoliata","ensemble_ssp245_2071","brt",1908538,52.22,1.35
"Ptelea trifoliata","ensemble_ssp245_2071","gam",770424,15.84,0.4
"Ptelea trifoliata","ensemble_ssp245_2071","lasso",398429,6.12,0.18
"Ptelea trifoliata","ensemble_ssp245_2071","maxent-tune",358750,8.99,0.19
"Ptelea trifoliata","ensemble_ssp245_2071","rf",2037152,49.86,1.59
"Ptelea trifoliata","ensemble_ssp370_2041","brt",1828491,53.64,1.3
"Ptelea trifoliata","ensemble_ssp370_2041","gam",747501,18.72,0.39
"Ptelea trifoliata","ensemble_ssp370_2041","lasso",301371,6.95,0.13
"Ptelea trifoliata","ensemble_ssp370_2041","maxent-tune",385856,10.47,0.21
"Ptelea trifoliata","ensemble_ssp370_2041","rf",1978642,53.66,1.55
"Ptelea trifoliata","ensemble_ssp370_2071","brt",2305116,49.98,1.64
"Ptelea trifoliata","ensemble_ssp370_2071","gam",735572,14.7,0.38
"Ptelea trifoliata","ensemble_ssp370_2071","lasso",365084,5.12,0.16
"Ptelea trifoliata","ensemble_ssp370_2071","maxent-tune",338755,8.27,0.18
"Ptelea trifoliata","ensemble_ssp370_2071","rf",2457231,47.78,1.92
"Angelica lucida","current","brt",1066297,NA,NA
"Angelica lucida","current","gam",1006278,NA,NA
"Angelica lucida","current","lasso",1255823,NA,NA
"Angelica lucida","current","maxent-tune",706909,NA,NA
"Angelica lucida","current","rf",923573,NA,NA
"Angelica lucida","ensemble_ssp245_2041","brt",1401910,70.73,1.31
"Angelica lucida","ensemble_ssp245_2041","gam",556385,36.95,0.55
"Angelica lucida","ensemble_ssp245_2041","lasso",1453743,74.95,1.16
"Angelica lucida","ensemble_ssp245_2041","maxent-tune",736758,71.13,1.04
"Angelica lucida","ensemble_ssp245_2041","rf",1311024,60.87,1.42
"Angelica lucida","ensemble_ssp245_2071","brt",1741490,72.02,1.63
"Angelica lucida","ensemble_ssp245_2071","gam",516240,34.45,0.51
"Angelica lucida","ensemble_ssp245_2071","lasso",1472932,74.79,1.17
"Angelica lucida","ensemble_ssp245_2071","maxent-tune",769370,72.14,1.09
"Angelica lucida","ensemble_ssp245_2071","rf",1553034,63.75,1.68
"Angelica lucida","ensemble_ssp370_2041","brt",1432302,69.4,1.34
"Angelica lucida","ensemble_ssp370_2041","gam",511951,35.07,0.51
"Angelica lucida","ensemble_ssp370_2041","lasso",1429115,73.44,1.14
"Angelica lucida","ensemble_ssp370_2041","maxent-tune",713276,71.51,1.01
"Angelica lucida","ensemble_ssp370_2041","rf",1276415,61.36,1.38
"Angelica lucida","ensemble_ssp370_2071","brt",2189510,75.67,2.05
"Angelica lucida","ensemble_ssp370_2071","gam",471648,31.23,0.47
"Angelica lucida","ensemble_ssp370_2071","lasso",1452905,72.77,1.16
"Angelica lucida","ensemble_ssp370_2071","maxent-tune",729613,69.52,1.03
"Angelica lucida","ensemble_ssp370_2071","rf",2357200,64.73,2.55
"Apium graveolens","current","brt",352982,NA,NA
"Apium graveolens","current","gam",504265,NA,NA
"Apium graveolens","current","lasso",529190,NA,NA
"Apium graveolens","current","maxent-tune",689696,NA,NA
"Apium graveolens","current","rf",117292,NA,NA
"Apium graveolens","ensemble_ssp245_2041","brt",186354,50.38,0.53
"Apium graveolens","ensemble_ssp245_2041","gam",369673,51.51,0.73
"Apium graveolens","ensemble_ssp245_2041","lasso",259335,43.03,0.49
"Apium graveolens","ensemble_ssp245_2041","maxent-tune",320641,43.13,0.46
"Apium graveolens","ensemble_ssp245_2041","rf",50890,23.93,0.43
"Apium graveolens","ensemble_ssp245_2071","brt",181682,50.12,0.51
"Apium graveolens","ensemble_ssp245_2071","gam",342460,49.21,0.68
"Apium graveolens","ensemble_ssp245_2071","lasso",210596,37.9,0.4
"Apium graveolens","ensemble_ssp245_2071","maxent-tune",255942,34.95,0.37
"Apium graveolens","ensemble_ssp245_2071","rf",51974,19.08,0.44
"Apium graveolens","ensemble_ssp370_2041","brt",181437,49.62,0.51
"Apium graveolens","ensemble_ssp370_2041","gam",352266,50.52,0.7
"Apium graveolens","ensemble_ssp370_2041","lasso",221806,39.29,0.42
"Apium graveolens","ensemble_ssp370_2041","maxent-tune",284485,38.5,0.41
"Apium graveolens","ensemble_ssp370_2041","rf",58674,24.03,0.5
"Apium graveolens","ensemble_ssp370_2071","brt",167584,45.85,0.47
"Apium graveolens","ensemble_ssp370_2071","gam",314617,45.83,0.62
"Apium graveolens","ensemble_ssp370_2071","lasso",212646,37.47,0.4
"Apium graveolens","ensemble_ssp370_2071","maxent-tune",252752,34.31,0.37
"Apium graveolens","ensemble_ssp370_2071","rf",52936,10.39,0.45
"Conioselinum chinense","current","brt",367870,NA,NA
"Conioselinum chinense","current","gam",460215,NA,NA
"Conioselinum chinense","current","lasso",1374413,NA,NA
"Conioselinum chinense","current","maxent-tune",1283391,NA,NA
"Conioselinum chinense","current","rf",761063,NA,NA
"Conioselinum chinense","ensemble_ssp245_2041","brt",3855116,91.37,10.48
"Conioselinum chinense","ensemble_ssp245_2041","gam",524679,29.31,1.14
"Conioselinum chinense","ensemble_ssp245_2041","lasso",3460063,87.8,2.52
"Conioselinum chinense","ensemble_ssp245_2041","maxent-tune",3142255,59.14,2.45
"Conioselinum chinense","ensemble_ssp245_2041","rf",2343307,74.48,3.08
"Conioselinum chinense","ensemble_ssp245_2071","brt",4421715,91.65,12.02
"Conioselinum chinense","ensemble_ssp245_2071","gam",651046,26.35,1.41
"Conioselinum chinense","ensemble_ssp245_2071","lasso",3908437,86.83,2.84
"Conioselinum chinense","ensemble_ssp245_2071","maxent-tune",4077657,52.31,3.18
"Conioselinum chinense","ensemble_ssp245_2071","rf",2811702,75.11,3.69
"Conioselinum chinense","ensemble_ssp370_2041","brt",4019216,91.46,10.93
"Conioselinum chinense","ensemble_ssp370_2041","gam",590157,28.77,1.28
"Conioselinum chinense","ensemble_ssp370_2041","lasso",3681473,87.87,2.68
"Conioselinum chinense","ensemble_ssp370_2041","maxent-tune",3695387,58.24,2.88
"Conioselinum chinense","ensemble_ssp370_2041","rf",2518542,76.76,3.31
"Conioselinum chinense","ensemble_ssp370_2071","brt",4805583,91.49,13.06
"Conioselinum chinense","ensemble_ssp370_2071","gam",889449,20.21,1.93
"Conioselinum chinense","ensemble_ssp370_2071","lasso",4404131,84.31,3.2
"Conioselinum chinense","ensemble_ssp370_2071","maxent-tune",5770172,46.08,4.5
"Conioselinum chinense","ensemble_ssp370_2071","rf",3069016,69.71,4.03
"Daucus carota","current","brt",2074955,NA,NA
"Daucus carota","current","gam",2396422,NA,NA
"Daucus carota","current","lasso",2699371,NA,NA
"Daucus carota","current","maxent-tune",2460777,NA,NA
"Daucus carota","current","rf",2021283,NA,NA
"Daucus carota","ensemble_ssp245_2041","brt",2370822,56.43,1.14
"Daucus carota","ensemble_ssp245_2041","gam",3073150,75.3,1.28
"Daucus carota","ensemble_ssp245_2041","lasso",3053059,72.47,1.13
"Daucus carota","ensemble_ssp245_2041","maxent-tune",2361785,70.54,0.96
"Daucus carota","ensemble_ssp245_2041","rf",4016141,94.63,1.99
"Daucus carota","ensemble_ssp245_2071","brt",2900395,58.36,1.4
"Daucus carota","ensemble_ssp245_2071","gam",3890431,81.75,1.62
"Daucus carota","ensemble_ssp245_2071","lasso",3766245,71.23,1.4
"Daucus carota","ensemble_ssp245_2071","maxent-tune",2621849,68.32,1.07
"Daucus carota","ensemble_ssp245_2071","rf",4626811,95.94,2.29
"Daucus carota","ensemble_ssp370_2041","brt",2577538,57.75,1.24
"Daucus carota","ensemble_ssp370_2041","gam",3277675,76.63,1.37
"Daucus carota","ensemble_ssp370_2041","lasso",3241009,71.05,1.2
"Daucus carota","ensemble_ssp370_2041","maxent-tune",2481692,71.29,1.01
"Daucus carota","ensemble_ssp370_2041","rf",4259003,95.63,2.11
"Daucus carota","ensemble_ssp370_2071","brt",4220858,70.67,2.03
"Daucus carota","ensemble_ssp370_2071","gam",4637949,73.36,1.94
"Daucus carota","ensemble_ssp370_2071","lasso",5770899,68.06,2.14
"Daucus carota","ensemble_ssp370_2071","maxent-tune",3067878,62.71,1.25
"Daucus carota","ensemble_ssp370_2071","rf",5372864,96.63,2.66
"Ligusticum scoticum","current","brt",880421,NA,NA
"Ligusticum scoticum","current","gam",1498307,NA,NA
"Ligusticum scoticum","current","lasso",1320289,NA,NA
"Ligusticum scoticum","current","maxent-tune",1016719,NA,NA
"Ligusticum scoticum","current","rf",982374,NA,NA
"Ligusticum scoticum","ensemble_ssp245_2041","brt",2937382,78.5,3.34
"Ligusticum scoticum","ensemble_ssp245_2041","gam",1035143,45.94,0.69
"Ligusticum scoticum","ensemble_ssp245_2041","lasso",1835608,66.93,1.39
"Ligusticum scoticum","ensemble_ssp245_2041","maxent-tune",903085,65.73,0.89
"Ligusticum scoticum","ensemble_ssp245_2041","rf",4446316,77.3,4.53
"Ligusticum scoticum","ensemble_ssp245_2071","brt",4560058,82.76,5.18
"Ligusticum scoticum","ensemble_ssp245_2071","gam",1198005,49.18,0.8
"Ligusticum scoticum","ensemble_ssp245_2071","lasso",2266720,68.87,1.72
"Ligusticum scoticum","ensemble_ssp245_2071","maxent-tune",1023503,66.42,1.01
"Ligusticum scoticum","ensemble_ssp245_2071","rf",6422172,80.09,6.54
"Ligusticum scoticum","ensemble_ssp370_2041","brt",3289564,80.38,3.74
"Ligusticum scoticum","ensemble_ssp370_2041","gam",1236137,49.18,0.83
"Ligusticum scoticum","ensemble_ssp370_2041","lasso",2096055,69.6,1.59
"Ligusticum scoticum","ensemble_ssp370_2041","maxent-tune",1015475,67.62,1
"Ligusticum scoticum","ensemble_ssp370_2041","rf",4934878,77.88,5.02
"Ligusticum scoticum","ensemble_ssp370_2071","brt",5900771,85.43,6.7
"Ligusticum scoticum","ensemble_ssp370_2071","gam",1277037,56.1,0.85
"Ligusticum scoticum","ensemble_ssp370_2071","lasso",2740228,74.11,2.08
"Ligusticum scoticum","ensemble_ssp370_2071","maxent-tune",1489115,71.8,1.46
"Ligusticum scoticum","ensemble_ssp370_2071","rf",8506077,83.86,8.66
"Pastinaca sativa","current","brt",1054376,NA,NA
"Pastinaca sativa","current","gam",1312115,NA,NA
"Pastinaca sativa","current","lasso",1005098,NA,NA
"Pastinaca sativa","current","maxent-tune",1080980,NA,NA
"Pastinaca sativa","current","rf",884118,NA,NA
"Pastinaca sativa","ensemble_ssp245_2041","brt",2786063,79.84,2.64
"Pastinaca sativa","ensemble_ssp245_2041","gam",2743432,73.29,2.09
"Pastinaca sativa","ensemble_ssp245_2041","lasso",1116730,20.88,1.11
"Pastinaca sativa","ensemble_ssp245_2041","maxent-tune",2292011,45.22,2.12
"Pastinaca sativa","ensemble_ssp245_2041","rf",2376103,67.66,2.69
"Pastinaca sativa","ensemble_ssp245_2071","brt",3700016,75.35,3.51
"Pastinaca sativa","ensemble_ssp245_2071","gam",3298886,64.4,2.51
"Pastinaca sativa","ensemble_ssp245_2071","lasso",1554521,10.17,1.55
"Pastinaca sativa","ensemble_ssp245_2071","maxent-tune",2811154,31.61,2.6
"Pastinaca sativa","ensemble_ssp245_2071","rf",3053955,64.46,3.45
"Pastinaca sativa","ensemble_ssp370_2041","brt",2979742,80.44,2.83
"Pastinaca sativa","ensemble_ssp370_2041","gam",2784337,71.04,2.12
"Pastinaca sativa","ensemble_ssp370_2041","lasso",1222241,16.33,1.22
"Pastinaca sativa","ensemble_ssp370_2041","maxent-tune",2352873,40.28,2.18
"Pastinaca sativa","ensemble_ssp370_2041","rf",2585714,71.3,2.92
"Pastinaca sativa","ensemble_ssp370_2071","brt",4432769,77.25,4.2
"Pastinaca sativa","ensemble_ssp370_2071","gam",3681079,53.5,2.81
"Pastinaca sativa","ensemble_ssp370_2071","lasso",2182666,1.06,2.17
"Pastinaca sativa","ensemble_ssp370_2071","maxent-tune",3183834,15.91,2.95
"Pastinaca sativa","ensemble_ssp370_2071","rf",3704861,68.44,4.19
"Petroselinum crispum","current","brt",1461133,NA,NA
"Petroselinum crispum","current","gam",4225887,NA,NA
"Petroselinum crispum","current","lasso",3788522,NA,NA
"Petroselinum crispum","current","maxent-tune",4961853,NA,NA
"Petroselinum crispum","current","rf",2830880,NA,NA
"Petroselinum crispum","ensemble_ssp245_2041","brt",2965498,69.16,2.03
"Petroselinum crispum","ensemble_ssp245_2041","gam",6973766,87.86,1.65
"Petroselinum crispum","ensemble_ssp245_2041","lasso",2825844,64.86,0.75
"Petroselinum crispum","ensemble_ssp245_2041","maxent-tune",5130770,77.28,1.03
"Petroselinum crispum","ensemble_ssp245_2041","rf",8081226,90.13,2.85
"Petroselinum crispum","ensemble_ssp245_2071","brt",3858732,66.65,2.64
"Petroselinum crispum","ensemble_ssp245_2071","gam",7865715,86.93,1.86
"Petroselinum crispum","ensemble_ssp245_2071","lasso",3051155,65.09,0.81
"Petroselinum crispum","ensemble_ssp245_2071","maxent-tune",5458368,73.28,1.1
"Petroselinum crispum","ensemble_ssp245_2071","rf",8907789,90.07,3.15
"Petroselinum crispum","ensemble_ssp370_2041","brt",3234594,69.12,2.21
"Petroselinum crispum","ensemble_ssp370_2041","gam",7354734,87.7,1.74
"Petroselinum crispum","ensemble_ssp370_2041","lasso",2792815,63.38,0.74
"Petroselinum crispum","ensemble_ssp370_2041","maxent-tune",5129444,75.46,1.03
"Petroselinum crispum","ensemble_ssp370_2041","rf",8362879,90.11,2.95
"Petroselinum crispum","ensemble_ssp370_2071","brt",5598247,72.32,3.83
"Petroselinum crispum","ensemble_ssp370_2071","gam",9161204,84.77,2.17
"Petroselinum crispum","ensemble_ssp370_2071","lasso",3143457,62.54,0.83
"Petroselinum crispum","ensemble_ssp370_2071","maxent-tune",5700329,67.55,1.15
"Petroselinum crispum","ensemble_ssp370_2071","rf",9851495,90.45,3.48
"Alnus incana","current","brt",2054138,NA,NA
"Alnus incana","current","gam",2109842,NA,NA
"Alnus incana","current","lasso",3091650,NA,NA
"Alnus incana","current","maxent-tune",2440537,NA,NA
"Alnus incana","current","rf",2606553,NA,NA
"Alnus incana","ensemble_ssp245_2041","brt",2918302,70.94,1.42
"Alnus incana","ensemble_ssp245_2041","gam",599777,15.49,0.28
"Alnus incana","ensemble_ssp245_2041","lasso",1492012,28.68,0.48
"Alnus incana","ensemble_ssp245_2041","maxent-tune",1559933,39.97,0.64
"Alnus incana","ensemble_ssp245_2041","rf",4904246,82.39,1.88
"Alnus incana","ensemble_ssp245_2071","brt",3436710,69.27,1.67
"Alnus incana","ensemble_ssp245_2071","gam",564174,10.82,0.27
"Alnus incana","ensemble_ssp245_2071","lasso",1636256,23.19,0.53
"Alnus incana","ensemble_ssp245_2071","maxent-tune",1673397,35.35,0.69
"Alnus incana","ensemble_ssp245_2071","rf",5763461,80.32,2.21
"Alnus incana","ensemble_ssp370_2041","brt",3155743,71.78,1.54
"Alnus incana","ensemble_ssp370_2041","gam",605601,14.59,0.29
"Alnus incana","ensemble_ssp370_2041","lasso",1621610,27.69,0.52
"Alnus incana","ensemble_ssp370_2041","maxent-tune",1603480,37.84,0.66
"Alnus incana","ensemble_ssp370_2041","rf",5182897,82.84,1.99
"Alnus incana","ensemble_ssp370_2071","brt",4494889,68.26,2.19
"Alnus incana","ensemble_ssp370_2071","gam",693900,8.64,0.33
"Alnus incana","ensemble_ssp370_2071","lasso",2006813,19.09,0.65
"Alnus incana","ensemble_ssp370_2071","maxent-tune",1956485,28.59,0.8
"Alnus incana","ensemble_ssp370_2071","rf",7219756,79.26,2.77
"Amelanchier canadensis","current","brt",212619,NA,NA
"Amelanchier canadensis","current","gam",420881,NA,NA
"Amelanchier canadensis","current","lasso",722497,NA,NA
"Amelanchier canadensis","current","maxent-tune",639940,NA,NA
"Amelanchier canadensis","current","rf",441664,NA,NA
"Amelanchier canadensis","ensemble_ssp245_2041","brt",2338721,80.95,11
"Amelanchier canadensis","ensemble_ssp245_2041","gam",1079837,17.49,2.57
"Amelanchier canadensis","ensemble_ssp245_2041","lasso",173587,1.2,0.24
"Amelanchier canadensis","ensemble_ssp245_2041","maxent-tune",1150389,32.84,1.8
"Amelanchier canadensis","ensemble_ssp245_2041","rf",3981274,95.77,9.01
"Amelanchier canadensis","ensemble_ssp245_2071","brt",3280222,86.67,15.43
"Amelanchier canadensis","ensemble_ssp245_2071","gam",1809012,15.19,4.3
"Amelanchier canadensis","ensemble_ssp245_2071","lasso",698875,1.82,0.97
"Amelanchier canadensis","ensemble_ssp245_2071","maxent-tune",1856070,37.22,2.9
"Amelanchier canadensis","ensemble_ssp245_2071","rf",5946568,95.82,13.46
"Amelanchier canadensis","ensemble_ssp370_2041","brt",2508344,85.92,11.8
"Amelanchier canadensis","ensemble_ssp370_2041","gam",1077652,15.48,2.56
"Amelanchier canadensis","ensemble_ssp370_2041","lasso",241318,1.76,0.33
"Amelanchier canadensis","ensemble_ssp370_2041","maxent-tune",1234227,35.84,1.93
"Amelanchier canadensis","ensemble_ssp370_2041","rf",4038679,95.79,9.14
"Amelanchier canadensis","ensemble_ssp370_2071","brt",4321883,90.32,20.33
"Amelanchier canadensis","ensemble_ssp370_2071","gam",2191866,11.71,5.21
"Amelanchier canadensis","ensemble_ssp370_2071","lasso",1247479,6.59,1.73
"Amelanchier canadensis","ensemble_ssp370_2071","maxent-tune",2398916,44.09,3.75
"Amelanchier canadensis","ensemble_ssp370_2071","rf",6430842,95.81,14.56
"Betula alleghaniensis","current","brt",609765,NA,NA
"Betula alleghaniensis","current","gam",657350,NA,NA
"Betula alleghaniensis","current","lasso",748414,NA,NA
"Betula alleghaniensis","current","maxent-tune",652107,NA,NA
"Betula alleghaniensis","current","rf",644904,NA,NA
"Betula alleghaniensis","ensemble_ssp245_2041","brt",255049,14.38,0.42
"Betula alleghaniensis","ensemble_ssp245_2041","gam",407450,36.36,0.62
"Betula alleghaniensis","ensemble_ssp245_2041","lasso",95186,10.95,0.13
"Betula alleghaniensis","ensemble_ssp245_2041","maxent-tune",20759,0.67,0.03
"Betula alleghaniensis","ensemble_ssp245_2041","rf",1762773,76.56,2.73
"Betula alleghaniensis","ensemble_ssp245_2071","brt",376449,6.53,0.62
"Betula alleghaniensis","ensemble_ssp245_2071","gam",543428,33.99,0.83
"Betula alleghaniensis","ensemble_ssp245_2071","lasso",70552,6.82,0.09
"Betula alleghaniensis","ensemble_ssp245_2071","maxent-tune",34131,0.13,0.05
"Betula alleghaniensis","ensemble_ssp245_2071","rf",2124415,70.2,3.29
